Año;Tipo.UI;Cuadrante;Partida.Institucional;Institución;Programa.pptario;Clasificador;Partida.de.gastos;Programa/.Instrumento/.Concurso;Nombre.de.la.Iniciativa;Código;OSE.(NABS).Categoría;OSE.(NABS).Subcategoría;SE;Región;EG;ECC;MF;GBARD.M$.corriente;GBARD
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORAL PROGRAM IN MICROBIOLOGY;72210089;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;19003,86;19745,01054
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORAL PROGRAM IN MICROBIOLOGY;72210089;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;18215,116;18215,116
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;MPHIL/PHD IN ECONOMICS;72210092;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;57158,914;59388,11165
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;MPHIL/PHD IN ECONOMICS;72210092;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;41285,887;41285,887
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;IMMUNOLOGY AND INFECTIOUS DISEASES;72210094;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;20509,072;21308,92581
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;IMMUNOLOGY AND INFECTIOUS DISEASES;72210094;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;20720,195;20720,195
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;ELECTRICAL AND COMPUTER ENGINEERING PHD;72210095;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;26551,566;27587,07707
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;ELECTRICAL AND COMPUTER ENGINEERING PHD;72210095;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;19710,103;19710,103
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN NURSING SCIENCE;72210097;13. Progreso_GC_otras_fuentes;13.3 I+D relacionada con las cs. médicas;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;18915,9;19653,6201
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN NURSING SCIENCE;72210097;13. Progreso_GC_otras_fuentes;13.3 I+D relacionada con las cs. médicas;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;9372,817;9372,817
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN APPLIED MATHEMATICS;72210101;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;18901,164;19638,3094
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN APPLIED MATHEMATICS;72210101;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;17980,06;17980,06
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN AGRICULTURE AND FOOD SECURITY;72210103;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;48571,754;50466,05241
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN AGRICULTURE AND FOOD SECURITY;72210103;13. Progreso_GC_otras_fuentes;13.4 I+D relacionada con las cs. agrícolas;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;19346,031;19346,031
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD BUSINESS AND MANAGEMENT;72210105;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;38255,633;39747,60269
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD BUSINESS AND MANAGEMENT;72210105;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;51864,594;51864,594
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN CIVIL AND ENVIRONMENTAL ENGINEERING RESEARCH;72210108;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;20811,095;21622,72771
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN CIVIL AND ENVIRONMENTAL ENGINEERING RESEARCH;72210108;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;47781,367;47781,367
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN CIENCIAS SOCIALES;72210109;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;19108,064;19853,2785
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN CIENCIAS SOCIALES;72210109;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;14131,805;14131,805
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD SOCIOLOGY AND SOCIAL POLICY;72210110;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;37438,88;38898,99632
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD SOCIOLOGY AND SOCIAL POLICY;72210110;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;35892,499;35892,499
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN INGENIERIA AUTOMATICA, ELECTRONICA Y DE TELECOMUNICACION;72210112;13. Progreso_GC_otras_fuentes;13.2 I+D relacionada con la ingeniería;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;4883,151;5073,593889
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN CONTABILIDAD Y FINANZAS CORPORATIVAS;72210113;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;19507,423;20268,2125
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN CONTABILIDAD Y FINANZAS CORPORATIVAS;72210113;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;19161,862;19161,862
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN APPLIED MICROBIOLOGY;72210116;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;18180,639;18889,68392
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN APPLIED MICROBIOLOGY;72210116;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;17297,278;17297,278
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN CIENCIAS DE LA EDUCACION;72210117;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;23239,278;24145,60984
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN CIENCIAS DE LA EDUCACION;72210117;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;18916,801;18916,801
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD PHILOSOPHY;72210119;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;36716,893;38148,85183
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD PHILOSOPHY;72210119;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;39577,85;39577,85
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD MEDIA AND COMMUNICATION;72210120;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;42478,799;44135,47216
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD MEDIA AND COMMUNICATION;72210120;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;40292,96;40292,96
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN DIDACTICA DE LAS CIENCIAS LAS LENGUAS LAS ARTES Y LAS HUMANIDADES;72210121;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;20460,069;21258,01169
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN DIDACTICA DE LAS CIENCIAS LAS LENGUAS LAS ARTES Y LAS HUMANIDADES;72210121;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;17986,524;17986,524
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOUTORAMENTO EM ARQUITETURA;72210122;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;20558,229;21359,99993
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOUTORAMENTO EM ARQUITETURA;72210122;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;19974,887;19974,887
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN SOCIOLOGIA;72210123;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;21083,88;21906,15132
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN SOCIOLOGIA;72210123;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;20315,987;20315,987
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN BIOCHEMISTRY;72210124;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;80007,823;83128,1281
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN BIOCHEMISTRY;72210124;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;34343,618;34343,618
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOUTORADO EM MATEMATICA APLICADA;72210125;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;20588,34;21391,28526
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOUTORADO EM MATEMATICA APLICADA;72210125;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;19798,641;19798,641
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN LOCAL GOVERNMENT STUDIES;72210129;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;41627,984;43251,47538
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;PHD IN LOCAL GOVERNMENT STUDIES;72210129;13. Progreso_GC_otras_fuentes;13.5 I+D relacionada con las cs. sociales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;49809,268;49809,268
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN HISTORIA COMPARADA, POLITICA Y SOCIAL;72210130;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;18245,139;18956,69942
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN HISTORIA COMPARADA, POLITICA Y SOCIAL;72210130;13. Progreso_GC_otras_fuentes;13.6 I+D relacionada con las humanidades y arte;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;17570,728;17570,728
01-01-2022;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN INGENIERIA CIVIL;72210131;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;17798,037;18492,16044
01-01-2023;Agencia;III. Financiamiento público nacional de proyectos de I+D en el exterior;30 MinCiencia;ANID;Agencia Nacional de Investigación y Desarrollo;30.02.01.24.01.230;Becas Chile;BECAS CHILE - DOCTORADO;DOCTORADO EN INGENIERIA CIVIL;72210131;13. Progreso_GC_otras_fuentes;13.1 I+D relacionada con las cs. naturales;Otros ejecutores;Extranjero;con EG;sin ECC;Concurso;17949,049;17949,049
